code,v2,label,visited,payoff,v6,v7,liberal,comment,condition,cause,age,gender,race,volunteer,donated,politics,ceostanceopinion,ceocsropinion,trolley,risk1,risk2,risk3,risk4,risk5,amb1,amb2,amb3,amb4,amb5,amb6,amb7,fair1,fair2,fair3,fair4,fair5,fair6,fair7,fair8,fair9,fair10,risk,amb,fair,match,round_earnings_1,round_earnings_2,round_earnings_3,round_earnings_4,round_earnings_5,round_earnings_6,round_earnings_7,round_earnings_8,round_earnings_9,round_earnings_10,round_earnings_str_1,round_earnings_str_2,round_earnings_str_3,round_earnings_str_4,round_earnings_str_5,round_earnings_str_6,round_earnings_str_7,round_earnings_str_8,round_earnings_str_9,round_earnings_str_10,pre_decision_earnings_1,pre_decision_earnings_2,pre_decision_earnings_3,pre_decision_earnings_4,pre_decision_earnings_5,pre_decision_earnings_6,pre_decision_earnings_7,pre_decision_earnings_8,pre_decision_earnings_9,pre_decision_earnings_10,round_donation_str_1,round_donation_str_2,round_donation_str_3,round_donation_str_4,round_donation_str_5,round_donation_str_6,round_donation_str_7,round_donation_str_8,round_donation_str_9,round_donation_str_10,social_action_1,social_action_2,social_action_3,social_action_4,social_action_5,social_action_6,social_action_7,social_action_8,social_action_9,social_action_10,social_action_b_1,social_action_b_2,social_action_b_3,social_action_b_4,social_action_b_5,social_action_b_6,social_action_b_7,social_action_b_8,social_action_b_9,social_action_b_10,board_block_1,board_block_2,board_block_3,board_block_4,board_block_5,board_block_6,board_block_7,board_block_8,board_block_9,board_block_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,cotton_1,cotton_2,cotton_3,cotton_4,cotton_5,cotton_6,cotton_7,cotton_8,cotton_9,cotton_10,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,type_b_1,type_b_2,type_b_3,type_b_4,type_b_5,type_b_6,type_b_7,type_b_8,type_b_9,type_b_10,cotton_b_1,cotton_b_2,cotton_b_3,cotton_b_4,cotton_b_5,cotton_b_6,cotton_b_7,cotton_b_8,cotton_b_9,cotton_b_10,price_b_1,price_b_2,price_b_3,price_b_4,price_b_5,price_b_6,price_b_7,price_b_8,price_b_9,price_b_10,round_earnings_n_1,round_earnings_n_2,round_earnings_n_3,round_earnings_n_4,round_earnings_n_5,round_earnings_n_6,round_earnings_n_7,round_earnings_n_8,round_earnings_n_9,round_earnings_n_10,type_n_1,type_n_2,type_n_3,type_n_4,type_n_5,type_n_6,type_n_7,type_n_8,type_n_9,type_n_10,cotton_n_1,cotton_n_2,cotton_n_3,cotton_n_4,cotton_n_5,cotton_n_6,cotton_n_7,cotton_n_8,cotton_n_9,cotton_n_10,price_n_1,price_n_2,price_n_3,price_n_4,price_n_5,price_n_6,price_n_7,price_n_8,price_n_9,price_n_10,social_action_n_1,social_action_n_2,social_action_n_3,social_action_n_4,social_action_n_5,social_action_n_6,social_action_n_7,social_action_n_8,social_action_n_9,social_action_n_10,board_block_n_1,board_block_n_2,board_block_n_3,board_block_n_4,board_block_n_5,board_block_n_6,board_block_n_7,board_block_n_8,board_block_n_9,board_block_n_10,donate_num,donate_num_1h,donate_num_2h,black,eastasian,hispanic,multiracial,other,southasian,white,asian,other_race,female,male,nonbinary,unkgender,mismatch,control,match_,earnings,earnings_1h,earnings_2h,donate_pct,donate_pct_1h,donate_pct_2h
at0gqj66,49m28d93,,1,3.1700001,at0gqj66,49m28d93,1,,Baseline,the National Rifle Association (NRA),28,0,White,1,1,3,1,1,1,0,,,,,0,,,,,,,2,-2,2,3,2,-3,-1,-1,-3,1,,,0,0,2.7,3.1400001,2.9400001,2.54,1.89,2.0999999,2,2.2,4.0500002,2.7,2.7,3.1400001,2.9400001,2.54,1.89,2.0999999,2,2.2,4.0500002,2.7,,,,,,,,,,,0,0,0,0,.20999999,0,0,0,.44999999,.30000001,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,60,90,100,30,40,40,40,40,40,40,49,45,55,35,40,99,99,79,99,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.1400001,2.9400001,2.54,1.89,2.0999999,2,2.2,4.0500002,2.7,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,60,90,100,30,40,40,40,40,40,40,49,45,55,35,40,99,99,70,99,109,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26.260002,13.210001,13.05,.30000001,.1,.2
g6dh5251,49m28d93,,1,1.11,g6dh5251,49m28d93,1,,Baseline,The American Red Cross,22,1,Hispanic,,1,5,0,0,1,0,,,,,0,,,,,,,-3,-4,0,-3,1,-3,-2,-5,-3,-3,,,-2.5,2,3,.44999999,.44999999,3.04,2.9400001,.44999999,4.0500002,6.75,6.75,5.4000001,3,.44999999,.44999999,3.04,2.9400001,.44999999,4.0500002,6.75,6.75,5.4000001,,,,,,,,,,,0,.050000001,.050000001,0,0,.050000001,.44999999,.75,.75,.60000002,0,1,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.029999999,0,0,0,.059999999,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,60,100,90,100,80,40,20,0,0,49,69,40,55,55,99,99,99,99,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,.44999999,3.04,2.9400001,.44999999,4.0500002,6.75,6.75,5.4000001,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Cardigan,Cardigan,,Cardigan,Cardigan,80,60,100,90,100,80,40,20,0,0,49,69,40,55,55,99,99,99,99,109,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,33.280003,9.8800001,23.4,.69999999,.2,.5
e7rdlell,49m28d93,,1,2.9200001,e7rdlell,49m28d93,1,,Baseline,the National Rifle Association (NRA),22,1,White,1,1,5,1,4,1,0,0,1,1,1,0,0,1,1,1,1,1,-5,-3,-4,4,3,3,-4,-4,3,-5,3,5,-1.2,0,3,2.79,2.9400001,3.0999999,3.1900001,2.0999999,2,2.4000001,2.6400001,3.24,3,2.79,2.9400001,3.0999999,3.1900001,2.0999999,2,2.4000001,2.6400001,3.24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Turtleneck,Sweater Vest,80,60,80,90,90,50,40,80,80,90,49,50,45,49,40,99,99,99,75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.79,2.9400001,3.0999999,3.1900001,2.0999999,2,2.4000001,2.6400001,3.24,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Turtleneck,Sweater Vest,80,60,80,90,90,50,40,80,80,90,49,50,45,49,40,99,99,99,75,35,No Action,,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,27.4,15.02,12.38,0,0,0
k7a23lst,49m28d93,,1,1.78,k7a23lst,49m28d93,1,,Baseline,Everytown for Gun Safety,31,0,Black,1,0,5,5,4,1,0,0,1,1,1,0,0,1,0,1,1,1,-5,-4,-4,5,-4,-3,-5,-5,-3,-5,3,4,-3.3,1,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,.44999999,.44999999,4.0500002,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,.44999999,.44999999,4.0500002,.44999999,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.050000001,.30000001,.050000001,.050000001,.44999999,.050000001,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.15000001,0,0,0,.18000001,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Turtleneck,Sweater Vest,Cardigan,Sweater Vest,75,70,80,50,45,50,40,40,40,45,55,70,60,70,25,99,109,80,99,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,.44999999,.44999999,4.0500002,.44999999,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Turtleneck,Sweater Vest,Cardigan,Sweater Vest,75,70,80,50,45,50,40,40,40,45,55,70,60,70,25,99,109,80,99,65,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.349999,2.25,8.1000004,1,.5,.5
yyorydj8,49m28d93,,1,3.55,yyorydj8,49m28d93,1,,Baseline,The American Red Cross,71,0,White,0,1,5,3,3,1,0,1,1,1,1,0,0,0,1,1,1,1,3,-2,0,2,4,-2,2,-3,0,0,4,4,.40000001,2,.44999999,.44999999,2.55,2.5999999,.44999999,3.3699999,.67000002,.44999999,5.4000001,.44999999,.44999999,.44999999,2.55,2.5999999,.44999999,3.3699999,.67000002,.44999999,5.4000001,.44999999,,,,,,,,,,,.050000001,.050000001,0,0,.050000001,.38,.079999998,.050000001,.60000002,.050000001,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.19,0,0,0,.19,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Sweater Vest,Cardigan,Turtleneck,80,60,60,50,45,45,45,40,30,30,49,59,64,59,59,99,79,89,99,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,2.55,2.5999999,.44999999,3.3699999,.67000002,.44999999,5.4000001,.44999999,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Cardigan,Cardigan,Cardigan,Sweater Vest,Cardigan,Turtleneck,80,60,60,50,45,45,45,40,30,30,49,59,64,59,59,99,79,89,99,109,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,8,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,16.84,6.4999995,10.339999,.80000001,.30000001,.5
dav8wc3u,49m28d93,,1,2.8499999,dav8wc3u,49m28d93,1,,Baseline,the National Rifle Association (NRA),37,0,White,0,1,5,4,5,1,0,0,0,1,1,0,0,0,1,1,1,1,-5,-5,-5,-3,0,-4,0,-5,0,-3,2,4,-3,0,2.8499999,3,2.8,2.9400001,2.9000001,2,2.45,1.9,2.0999999,2.2,2.8499999,3,2.8,2.9400001,2.9000001,2,2.45,1.9,2.0999999,2.2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Cardigan,Sweater Vest,Turtleneck,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,75,80,50,60,40,40,85,40,50,60,49,49,29,25,19,99,99,109,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8499999,3,2.8,2.9400001,2.9000001,2,2.45,1.9,2.0999999,2.2,Cardigan,Sweater Vest,Turtleneck,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,75,80,50,60,90,40,85,40,50,60,49,49,29,25,19,99,99,109,99,99,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,25.140001,14.49,10.65,0,0,0
sdmgpyfl,49m28d93,,1,3.3,sdmgpyfl,49m28d93,1,,Baseline,Everytown for Gun Safety,62,0,White,1,1,4,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-3,-3,-4,-3,0,-2,0,0,3,-1.5,1,3,3,3,3,3,2,3,2.8599999,2.76,3,3,3,3,3,3,2,3,2.8599999,2.76,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Sweater Vest,80,80,80,80,80,40,80,65,55,80,49,49,49,49,49,99,49,38,38,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,2.8599999,2.76,3,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Sweater Vest,80,80,80,80,80,40,80,65,55,80,49,49,49,49,49,99,49,38,38,49,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.620001,15,13.62,0,0,0
izsm1jdy,49m28d93,,1,4.2199998,izsm1jdy,49m28d93,1,,Baseline,The American Red Cross,40,0,White,0,1,3,4,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,3,2,-1,0,2,0,0,0,7,1,2,3,3,3,3,3,4.0500002,1.35,2,4.0500002,4.0500002,3,3,3,3,3,4.0500002,1.35,2,4.0500002,4.0500002,,,,,,,,,,,0,0,0,0,0,.44999999,.15000001,0,.44999999,.44999999,0,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.22,0,0,0,.22,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,40,60,40,40,40,49,49,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0500002,,,,,Sweater Vest,,,,,Cardigan,,,,,80,,,,,40,,,,,49,,,,,99,,,,,No Action,,,,,Donate 10% of Period Earnings,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30.5,15,15.500001,.40000001,0,.40000001
fov41f6t,49m28d93,,1,3.6199999,fov41f6t,49m28d93,1,,Baseline,The American Red Cross,43,0,Multi-racial,1,1,5,4,5,1,0,0,0,1,1,0,0,0,0,1,1,1,-1,-3,0,1,0,-1,0,-4,0,-3,2,3,-1.1,2,.44999999,3,3.04,3.0999999,3.05,2.7,4.0500002,2,4.0500002,4.0500002,.44999999,3,3.04,3.0999999,3.05,2.7,4.0500002,2,4.0500002,4.0500002,,,,,,,,,,,.050000001,0,0,0,0,.30000001,.44999999,0,.44999999,.44999999,1,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.15000001,0,0,0,.15000001,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,75,50,40,40,40,40,55,49,45,39,39,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,3,3.04,3.0999999,3.05,2.7,4.0500002,2,4.0500002,4.0500002,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,75,50,40,40,40,40,55,49,45,39,39,99,99,99,99,99,Donate 10% of Period Earnings,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,5,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,29.489998,12.64,16.85,.5,.1,.40000001
svl3e23g,49m28d93,,1,2.49,svl3e23g,49m28d93,1,,Baseline,the National Rifle Association (NRA),20,1,White,1,0,5,3,4,1,0,,,,,0,,,,,,,3,0,0,-2,0,0,0,-1,3,4,,,.69999999,0,3,2.8399999,2.3900001,2.73,2.29,2.0799999,2.4200001,2.8,2.6300001,2.2,3,2.8399999,2.3900001,2.73,2.29,2.0799999,2.4200001,2.8,2.6300001,2.2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Cardigan,Turtleneck,Cardigan,Turtleneck,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Turtleneck,80,50,70,50,70,40,60,60,14,70,49,25,90,36,100,91,87,49,10,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweater Vest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,25.380001,13.250001,12.13,0,0,0
oxj8ul5t,49m28d93,,1,.91000003,oxj8ul5t,49m28d93,1,,Baseline,Everytown for Gun Safety,31,0,White,1,1,4,5,5,1,0,0,0,1,1,0,0,0,0,0,1,1,-4,3,-1,4,-4,-2,-3,4,2,-5,2,2,-.60000002,1,4.0500002,4.0500002,.44999999,.44999999,3,.44999999,2.7,4.0500002,4.0500002,4.0500002,4.0500002,4.0500002,.44999999,.44999999,3,.44999999,2.7,4.0500002,4.0500002,4.0500002,,,,,,,,,,,.44999999,.44999999,.050000001,.050000001,0,.050000001,.30000001,.44999999,.44999999,.44999999,1,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.029999999,0,0,0,.059999999,Turtleneck,Turtleneck,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Turtleneck,Cardigan,65,65,80,65,80,80,50,40,65,40,49,49,69,49,49,99,99,99,49,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0500002,4.0500002,.44999999,.44999999,3,.44999999,2.7,4.0500002,4.0500002,4.0500002,Turtleneck,Turtleneck,Cardigan,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Turtleneck,Cardigan,65,65,80,65,80,80,50,40,65,40,49,49,69,49,49,99,99,99,49,99,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,9,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,27.299999,12,15.3,.89999998,.40000001,.5
b156uim5,49m28d93,,1,1.16,b156uim5,49m28d93,1,,Baseline,The American Red Cross,55,0,White,1,1,4,3,4,0,0,,,,,0,,,,,,,0,1,0,-2,0,0,1,1,1,0,,,.2,2,.44999999,.44999999,.44999999,.44999999,.89999998,1.35,2.7,4.0500002,1.35,5.4000001,.44999999,.44999999,.44999999,.44999999,.89999998,1.35,2.7,4.0500002,1.35,5.4000001,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.1,.15000001,.30000001,.44999999,.15000001,.60000002,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.079999998,0,0,0,.11,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,90,50,50,40,60,30,49,69,59,69,59,109,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,.44999999,.44999999,.89999998,1.35,2.7,4.0500002,1.35,5.4000001,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,90,50,50,40,60,30,49,69,59,69,59,109,99,99,99,99,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17.550001,2.6999998,14.85,1,.5,.5
fpuudcf2,49m28d93,,1,3.45,fpuudcf2,49m28d93,1,,Baseline,the National Rifle Association (NRA),19,0,White,1,1,5,5,5,1,0,0,0,1,1,0,0,0,1,1,1,1,-4,3,-4,-3,2,-2,-3,4,-2,-2,2,4,-1.1,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,80,80,80,80,80,80,40,80,80,80,49,49,49,49,49,49,99,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,29,15,14,0,0,0
vut8kvj2,49m28d93,,1,3.6099999,vut8kvj2,49m28d93,1,,Baseline,Everytown for Gun Safety,19,0,South Asian,0,0,3,3,2,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,-1,1,0,2,0,-1,0,1,3,3,.30000001,1,3,.44999999,2.52,2.04,1.72,2.7,4.0500002,4.0500002,4.0500002,2,3,.44999999,2.52,2.04,1.72,2.7,4.0500002,4.0500002,4.0500002,2,,,,,,,,,,,0,.050000001,0,0,0,.30000001,.44999999,.44999999,.44999999,0,0,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.15000001,0,0,0,.15000001,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,40,38,10,2,40,40,40,40,40,49,53,55,65,89,109,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,2.52,2.04,1.72,2.7,4.0500002,4.0500002,4.0500002,2,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,40,38,10,2,40,40,40,40,40,49,53,55,65,89,109,99,99,99,99,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,,,,,,,,,,,5,1,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,26.579998,9.7300005,16.85,.5,.1,.40000001
m8zvl8jw,49m28d93,,1,2.5999999,m8zvl8jw,49m28d93,1,,Baseline,the National Rifle Association (NRA),52,0,Multi-racial,1,1,5,0,4,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,-3,3,1,-5,-1,-3,-4,0,5,5,-1.2,0,3,2.4000001,2.8,3.04,3.04,2,.44999999,2.8,2.1400001,2.8399999,3,2.4000001,2.8,3.04,3.04,2,.44999999,2.8,2.1400001,2.8399999,,,,,,,,,,,0,0,0,0,0,0,.050000001,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Cardigan,Turtleneck,80,100,50,90,75,40,100,50,40,100,49,99,39,45,40,99,100,39,85,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.4000001,2.8,3.04,3.04,2,.44999999,2.8,2.1400001,2.8399999,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Cardigan,Turtleneck,80,100,50,90,75,40,100,50,40,100,49,99,39,45,40,99,100,39,85,55,No Action,No Action,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,24.509998,14.28,10.23,.1,0,.1
h712b09y,49m28d93,,1,3.3699999,h712b09y,49m28d93,1,,Baseline,Everytown for Gun Safety,22,0,Black,0,1,5,5,5,1,0,0,1,1,1,0,0,0,1,1,1,1,-5,0,-5,-5,1,-3,-5,-5,-5,0,3,4,-3.2,1,.44999999,.44999999,2.8399999,2.6900001,2.79,2.7,2.4000001,.44999999,2.8,2.99,.44999999,.44999999,2.8399999,2.6900001,2.79,2.7,2.4000001,.44999999,2.8,2.99,,,,,,,,,,,.050000001,.050000001,0,0,0,.30000001,0,.050000001,0,0,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.15000001,0,0,0,.15000001,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,90,80,70,60,70,50,80,70,70,80,55,50,45,50,50,99,99,80,49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,2.8399999,2.6900001,2.79,2.7,2.4000001,.44999999,2.8,2.99,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,90,80,70,60,70,50,80,70,70,80,555,50,45,50,50,99,99,80,49,50,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,No Action,,,,,,,,,,,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.559999,9.2199993,11.34,.40000001,.2,.2
